lead_id,data_hora,funil,canal_origem,vendedor_id,turno_contato,turno_preferido,idade,escolaridade,renda_faixa,tempo_preenchimento_seg,objetivo_texto,hora_dia,dia_semana,mes,taxa_conv_funil,taxa_conv_vendedor,taxa_conv_vendedor_funil,volume_funil_dia,convertido,processing_timestamp
94304,2024-07-07T16:53:42.000Z,youtube_ads,instagram,v_36,manha,manha,34,pos,ate_2k,80,mais disciplina,16,1,7,0.1727831670993305,0.18162544169611308,0.1756007393715342,10486,0,2026-03-17T17:16:34.564Z
95451,2024-07-09T11:55:17.000Z,instagram_ads,blog,v_50,tarde,noite,31,superior,2k_5k,86,mais disciplina,11,3,7,0.1454510563637693,0.18451519536903038,0.15635939323220538,15728,0,2026-03-17T17:16:34.564Z
96209,2024-07-11T10:56:31.000Z,indicacao,google,v_46,noite,noite,27,medio,ate_2k,70,organizar rotina,10,5,7,0.2438997722095672,0.17238938053097344,0.20689655172413793,7749,0,2026-03-17T17:16:34.564Z
96807,2024-07-12T14:17:13.000Z,google_ads,instagram,v_76,noite,tarde,44,medio,5k_10k,61,melhorar carreira,14,6,7,0.165126861555433,0.1757728253055356,0.16112084063047286,10256,1,2026-03-17T17:16:34.564Z
102072,2024-07-23T21:10:55.000Z,google_ads,indicacao,v_50,noite,manha,34,superior,5k_10k,83,evoluir profissionalmente,21,3,7,0.165126861555433,0.18451519536903038,0.1634980988593156,10473,0,2026-03-17T17:16:34.564Z
102397,2024-07-23T15:20:48.000Z,youtube_ads,instagram,v_86,tarde,tarde,29,medio,ate_2k,58,organizar rotina,15,3,7,0.1727831670993305,0.17668356263577117,0.14453781512605043,10593,0,2026-03-17T17:16:34.564Z
105025,2024-07-29T10:04:57.000Z,google_ads,google,v_86,noite,manha,27,pos,2k_5k,63,evoluir profissionalmente,10,2,7,0.165126861555433,0.17668356263577117,0.16546762589928057,10415,0,2026-03-17T17:16:34.564Z
105893,2024-07-30T20:02:03.000Z,youtube_ads,indicacao,v_108,noite,noite,28,superior,5k_10k,191,organizar rotina,20,3,7,0.1727831670993305,0.18315274379587557,0.16366906474820145,10593,0,2026-03-17T17:16:34.564Z
107414,2024-08-02T19:20:06.000Z,instagram_ads,youtube,v_6,noite,manha,25,medio,5k_10k,146,ganhar confiança,19,6,8,0.1454510563637693,0.19815012451085023,0.16463414634146342,15663,0,2026-03-17T17:16:34.564Z
110133,2024-08-08T16:26:18.000Z,youtube_ads,blog,v_38,noite,noite,31,tecnico,5k_10k,15,mais disciplina,16,5,8,0.1727831670993305,0.1700921332388377,0.1636029411764706,10502,0,2026-03-17T17:16:34.564Z
110375,2024-08-08T10:10:00.000Z,indicacao,youtube,v_120,tarde,manha,29,superior,ate_2k,24,evoluir profissionalmente,10,5,8,0.2438997722095672,0.17795108117688763,0.2328767123287671,7749,0,2026-03-17T17:16:34.564Z
112304,2024-08-12T08:24:48.000Z,instagram_ads,instagram,v_45,tarde,manha,31,superior,ate_2k,30,mudar de vida,8,2,8,0.1454510563637693,0.19240506329113924,0.16004813477737664,15682,1,2026-03-17T17:16:34.564Z
116102,2024-08-20T08:40:23.000Z,google_ads,blog,v_56,noite,manha,33,medio,ate_2k,96,mudar de vida,8,3,8,0.165126861555433,0.1777456647398844,0.17383512544802868,10473,0,2026-03-17T17:16:34.564Z
120317,2024-08-28T11:32:20.000Z,instagram_ads,blog,v_107,noite,manha,23,medio,10k+,20,melhorar carreira,11,4,8,0.1454510563637693,0.16842847075405215,0.14793577981651376,15644,0,2026-03-17T17:16:34.564Z
121072,2024-08-30T17:06:36.000Z,organico,youtube,v_75,manha,noite,28,superior,5k_10k,175,crescimento pessoal,17,6,8,0.2067366276849208,0.1687127323746054,0.17647058823529413,7788,0,2026-03-17T17:16:34.564Z
122744,2024-09-02T11:26:15.000Z,youtube_ads,tiktok,v_12,tarde,tarde,19,superior,ate_2k,106,melhorar carreira,11,2,9,0.1727831670993305,0.17273376159885795,0.1853146853146853,10418,0,2026-03-17T17:16:34.564Z
128094,2024-09-13T16:50:55.000Z,google_ads,youtube,v_84,manha,tarde,26,superior,10k+,55,mais disciplina,16,6,9,0.165126861555433,0.1751412429378531,0.15859766277128548,10256,0,2026-03-17T17:16:34.564Z
133816,2024-09-24T21:06:13.000Z,google_ads,indicacao,v_47,tarde,tarde,30,superior,5k_10k,82,evoluir profissionalmente,21,3,9,0.165126861555433,0.196459562651857,0.19661016949152543,10473,0,2026-03-17T17:16:34.564Z
134369,2024-09-25T08:31:40.000Z,organico,google,v_32,tarde,noite,38,superior,ate_2k,102,mais disciplina,8,4,9,0.2067366276849208,0.17406876790830947,0.23648648648648649,7864,0,2026-03-17T17:16:34.564Z
156645,2024-11-09T22:48:23.000Z,instagram_ads,google,v_100,manha,noite,21,superior,5k_10k,111,evoluir profissionalmente,22,7,11,0.1454510563637693,0.17628318584070796,0.14719626168224298,15656,0,2026-03-17T17:16:34.564Z
156906,2024-11-09T21:08:32.000Z,indicacao,instagram,v_83,tarde,tarde,37,tecnico,5k_10k,76,melhorar carreira,21,7,11,0.2438997722095672,0.18479827089337175,0.23736263736263735,7812,0,2026-03-17T17:16:34.564Z
158587,2024-11-13T08:25:34.000Z,instagram_ads,indicacao,v_47,manha,noite,22,superior,2k_5k,186,melhorar carreira,8,4,11,0.1454510563637693,0.196459562651857,0.14987714987714987,15644,0,2026-03-17T17:16:34.564Z
158818,2024-11-13T16:30:08.000Z,organico,indicacao,v_55,manha,tarde,42,superior,2k_5k,69,organizar rotina,16,4,11,0.2067366276849208,0.17476072314781993,0.21377672209026127,7864,1,2026-03-17T17:16:34.564Z
161841,2024-11-19T11:45:33.000Z,instagram_ads,indicacao,v_36,tarde,manha,31,medio,2k_5k,32,ganhar confiança,11,3,11,0.1454510563637693,0.18162544169611308,0.1588785046728972,15728,0,2026-03-17T17:16:34.564Z
164512,2024-11-25T18:21:23.000Z,organico,instagram,v_67,manha,tarde,25,superior,10k+,103,evoluir profissionalmente,18,2,11,0.2067366276849208,0.16066282420749278,0.18244803695150116,7968,0,2026-03-17T17:16:34.564Z
165694,2024-11-27T14:25:51.000Z,youtube_ads,instagram,v_52,tarde,manha,30,medio,10k+,63,mais disciplina,14,4,11,0.1727831670993305,0.18263045032165834,0.20336134453781513,10378,0,2026-03-17T17:16:34.564Z
166998,2024-11-29T09:58:57.000Z,instagram_ads,google,v_121,tarde,tarde,38,medio,5k_10k,71,ganhar confiança,9,6,11,0.1454510563637693,0.1814658210007047,0.16588235294117648,15663,0,2026-03-17T17:16:34.564Z
181853,2024-12-29T18:03:18.000Z,instagram_ads,blog,v_88,manha,tarde,23,superior,ate_2k,120,mais disciplina,18,1,12,0.1454510563637693,0.17788286649690796,0.1354679802955665,15573,0,2026-03-17T17:16:34.564Z
188732,2025-01-12T09:29:59.000Z,indicacao,instagram,v_30,noite,manha,28,medio,2k_5k,86,evoluir profissionalmente,9,1,1,0.2438997722095672,0.17448471926083867,0.21176470588235294,7765,0,2026-03-17T17:16:34.564Z
190381,2025-01-15T15:32:07.000Z,instagram_ads,tiktok,v_84,noite,tarde,32,tecnico,ate_2k,129,evoluir profissionalmente,15,4,1,0.1454510563637693,0.1751412429378531,0.13969732246798602,15644,1,2026-03-17T17:16:34.564Z
192845,2025-01-20T11:36:50.000Z,organico,blog,v_35,tarde,manha,36,medio,2k_5k,105,crescimento pessoal,11,2,1,0.2067366276849208,0.17621621621621622,0.20417633410672853,7968,0,2026-03-17T17:16:34.564Z
193932,2025-01-22T16:30:18.000Z,organico,instagram,v_40,tarde,manha,20,medio,2k_5k,81,ganhar confiança,16,4,1,0.2067366276849208,0.1710999281092739,0.175704989154013,7864,0,2026-03-17T17:16:34.564Z
195289,2025-01-25T14:53:53.000Z,youtube_ads,google,v_89,noite,tarde,35,medio,5k_10k,44,mais disciplina,14,7,1,0.1727831670993305,0.16741767764298093,0.16129032258064516,10389,1,2026-03-17T17:16:34.564Z
195954,2025-01-26T21:24:12.000Z,google_ads,tiktok,v_3,manha,noite,18,medio,2k_5k,87,melhorar carreira,21,1,1,0.165126861555433,0.16727672035139093,0.14695340501792115,10313,0,2026-03-17T17:16:34.564Z
206091,2025-02-16T20:22:49.000Z,indicacao,blog,v_128,manha,manha,35,superior,5k_10k,86,organizar rotina,20,1,2,0.2438997722095672,0.17053986414015015,0.21140142517814728,7765,1,2026-03-17T17:16:34.564Z
212703,2025-03-01T12:41:02.000Z,google_ads,youtube,v_100,manha,manha,34,tecnico,ate_2k,112,organizar rotina,12,7,3,0.165126861555433,0.17628318584070796,0.16791044776119404,10349,0,2026-03-17T17:16:34.564Z
214386,2025-03-04T10:34:40.000Z,google_ads,youtube,v_79,tarde,manha,19,pos,ate_2k,84,mais disciplina,10,3,3,0.165126861555433,0.18865905848787445,0.14664310954063603,10473,0,2026-03-17T17:16:34.564Z
222799,2025-03-21T15:07:51.000Z,instagram_ads,tiktok,v_107,tarde,noite,34,superior,ate_2k,106,organizar rotina,15,6,3,0.1454510563637693,0.16842847075405215,0.14793577981651376,15663,1,2026-03-17T17:16:34.564Z
225973,2025-03-27T11:39:57.000Z,instagram_ads,blog,v_37,tarde,tarde,26,superior,2k_5k,102,melhorar carreira,11,5,3,0.1454510563637693,0.18403547671840353,0.14091470951792337,15486,0,2026-03-17T17:16:34.564Z
229788,2025-04-04T13:58:55.000Z,instagram_ads,tiktok,v_107,noite,noite,29,superior,ate_2k,75,crescimento pessoal,13,6,4,0.1454510563637693,0.16842847075405215,0.14793577981651376,15663,0,2026-03-17T17:16:34.564Z
231524,2025-04-08T14:39:17.000Z,google_ads,blog,v_27,tarde,noite,29,superior,2k_5k,22,melhorar carreira,14,3,4,0.165126861555433,0.17920277296360484,0.15862068965517243,10473,0,2026-03-17T17:16:34.564Z
232368,2025-04-09T12:48:59.000Z,google_ads,google,v_10,noite,manha,33,tecnico,2k_5k,69,evoluir profissionalmente,12,4,4,0.165126861555433,0.16719022687609075,0.16695059625212946,10341,1,2026-03-17T17:16:34.564Z
234170,2025-04-13T20:40:27.000Z,youtube_ads,indicacao,v_43,noite,noite,38,medio,2k_5k,76,melhorar carreira,20,1,4,0.1727831670993305,0.17597765363128492,0.1494661921708185,10486,1,2026-03-17T17:16:34.564Z
234522,2025-04-14T22:27:15.000Z,youtube_ads,blog,v_74,noite,tarde,39,superior,10k+,45,crescimento pessoal,22,2,4,0.1727831670993305,0.1830135039090263,0.18928571428571428,10418,0,2026-03-17T17:16:34.564Z
234594,2025-04-14T09:28:55.000Z,instagram_ads,indicacao,v_71,tarde,tarde,24,tecnico,5k_10k,158,mais disciplina,9,2,4,0.1454510563637693,0.18434163701067616,0.15211970074812967,15682,0,2026-03-17T17:16:34.564Z
237600,2025-04-20T10:06:53.000Z,organico,tiktok,v_70,noite,noite,31,medio,2k_5k,58,ganhar confiança,10,1,4,0.2067366276849208,0.16926898509581265,0.19230769230769232,7863,0,2026-03-17T17:16:34.564Z
248089,2025-05-11T14:05:11.000Z,organico,google,v_96,tarde,noite,26,superior,5k_10k,56,evoluir profissionalmente,14,1,5,0.2067366276849208,0.1812970261554998,0.18362282878411912,7863,0,2026-03-17T17:16:34.564Z
252673,2025-05-20T10:52:51.000Z,youtube_ads,youtube,v_122,manha,manha,44,medio,ate_2k,65,organizar rotina,10,3,5,0.1727831670993305,0.1823301654347061,0.18584070796460178,10593,0,2026-03-17T17:16:34.564Z
257574,2025-05-30T15:23:16.000Z,organico,google,v_23,manha,tarde,25,superior,2k_5k,80,evoluir profissionalmente,15,6,5,0.2067366276849208,0.1769041769041769,0.20470588235294118,7788,0,2026-03-17T17:16:34.564Z
257691,2025-05-30T14:03:48.000Z,indicacao,indicacao,v_41,tarde,tarde,29,medio,ate_2k,152,ganhar confiança,14,6,5,0.2438997722095672,0.17316473480857042,0.22488038277511962,7869,0,2026-03-17T17:16:34.564Z
257987,2025-05-30T12:02:18.000Z,instagram_ads,instagram,v_34,noite,tarde,48,tecnico,10k+,58,ganhar confiança,12,6,5,0.1454510563637693,0.1770687237026648,0.13849765258215962,15663,0,2026-03-17T17:16:34.564Z
264211,2025-06-12T22:05:24.000Z,youtube_ads,indicacao,v_79,manha,tarde,52,superior,5k_10k,32,organizar rotina,22,5,6,0.1727831670993305,0.18865905848787445,0.18216318785578747,10502,0,2026-03-17T17:16:34.564Z
265639,2025-06-15T16:18:29.000Z,instagram_ads,tiktok,v_45,tarde,manha,21,medio,ate_2k,80,mudar de vida,16,1,6,0.1454510563637693,0.19240506329113924,0.16004813477737664,15573,0,2026-03-17T17:16:34.564Z
266252,2025-06-16T08:41:20.000Z,organico,youtube,v_34,tarde,tarde,25,tecnico,2k_5k,90,crescimento pessoal,8,2,6,0.2067366276849208,0.1770687237026648,0.23222748815165878,7968,0,2026-03-17T17:16:34.564Z
268088,2025-06-20T20:00:06.000Z,organico,tiktok,v_10,manha,manha,25,superior,10k+,31,crescimento pessoal,20,6,6,0.2067366276849208,0.16719022687609075,0.18309859154929578,7788,0,2026-03-17T17:16:34.564Z
271554,2025-06-27T21:03:29.000Z,youtube_ads,tiktok,v_53,manha,noite,18,tecnico,2k_5k,80,evoluir profissionalmente,21,6,6,0.1727831670993305,0.1776667855868712,0.1713747645951036,10424,0,2026-03-17T17:16:34.564Z
279444,2025-07-12T08:45:32.000Z,youtube_ads,blog,v_62,noite,noite,27,medio,10k+,106,mudar de vida,8,7,7,0.1727831670993305,0.1726568005637773,0.16333938294010888,10389,0,2026-03-17T17:16:34.564Z
294242,2025-08-11T22:51:56.000Z,instagram_ads,tiktok,v_27,tarde,noite,26,superior,2k_5k,173,organizar rotina,22,2,8,0.1454510563637693,0.17920277296360484,0.15555555555555556,15682,0,2026-03-17T17:16:34.564Z
300475,2025-08-23T17:32:08.000Z,instagram_ads,indicacao,v_95,manha,noite,32,superior,5k_10k,117,organizar rotina,17,7,8,0.1454510563637693,0.17764746464298034,0.13805104408352667,15656,0,2026-03-17T17:16:34.564Z
303883,2025-08-30T16:20:40.000Z,instagram_ads,youtube,v_64,manha,tarde,26,medio,10k+,82,ganhar confiança,16,7,8,0.1454510563637693,0.1804270462633452,0.1440677966101695,15656,0,2026-03-17T17:16:34.564Z
305548,2025-09-03T12:20:08.000Z,organico,instagram,v_119,manha,tarde,32,pos,10k+,15,organizar rotina,12,4,9,0.2067366276849208,0.1848101265822785,0.19458128078817735,7864,0,2026-03-17T17:16:34.564Z
306537,2025-09-05T17:26:04.000Z,indicacao,google,v_40,manha,noite,33,medio,5k_10k,132,mais disciplina,17,6,9,0.2438997722095672,0.1710999281092739,0.2386634844868735,7869,0,2026-03-17T17:16:34.564Z
309840,2025-09-11T15:33:03.000Z,organico,google,v_10,noite,manha,30,superior,2k_5k,50,melhorar carreira,15,5,9,0.2067366276849208,0.16719022687609075,0.18309859154929578,7890,0,2026-03-17T17:16:34.564Z
311799,2025-09-15T20:34:46.000Z,google_ads,tiktok,v_53,tarde,noite,18,superior,2k_5k,103,organizar rotina,20,2,9,0.165126861555433,0.1776667855868712,0.1563573883161512,10415,1,2026-03-17T17:16:34.564Z
313661,2025-09-19T12:00:17.000Z,youtube_ads,indicacao,v_96,manha,tarde,34,tecnico,10k+,162,melhorar carreira,12,6,9,0.1727831670993305,0.1812970261554998,0.209106239460371,10424,0,2026-03-17T17:16:34.564Z
315781,2025-09-23T09:15:41.000Z,instagram_ads,youtube,v_83,manha,tarde,29,medio,2k_5k,49,melhorar carreira,9,3,9,0.1454510563637693,0.18479827089337175,0.1330891330891331,15728,0,2026-03-17T17:16:34.564Z
322590,2025-10-07T13:54:20.000Z,instagram_ads,tiktok,v_89,manha,tarde,31,tecnico,2k_5k,166,mais disciplina,13,3,10,0.1454510563637693,0.16741767764298093,0.1301775147928994,15728,0,2026-03-17T17:16:34.564Z
332219,2025-10-26T11:05:09.000Z,google_ads,tiktok,v_68,manha,manha,32,medio,2k_5k,89,melhorar carreira,11,1,10,0.165126861555433,0.18007662835249041,0.1752212389380531,10313,1,2026-03-17T17:16:34.564Z
332381,2025-10-26T13:24:41.000Z,instagram_ads,google,v_1,manha,manha,20,superior,ate_2k,63,mais disciplina,13,1,10,0.1454510563637693,0.180386542591267,0.15914221218961624,15573,0,2026-03-17T17:16:34.564Z
337877,2025-11-06T20:50:01.000Z,youtube_ads,instagram,v_31,tarde,noite,34,medio,10k+,88,organizar rotina,20,5,11,0.1727831670993305,0.16819571865443425,0.125,10502,0,2026-03-17T17:16:34.564Z
338242,2025-11-07T08:21:34.000Z,indicacao,youtube,v_41,noite,tarde,37,medio,ate_2k,35,ganhar confiança,8,6,11,0.2438997722095672,0.17316473480857042,0.22488038277511962,7869,0,2026-03-17T17:16:34.564Z
340740,2025-11-12T15:15:33.000Z,instagram_ads,instagram,v_93,manha,noite,22,medio,2k_5k,97,crescimento pessoal,15,4,11,0.1454510563637693,0.19523637675929267,0.1705607476635514,15644,0,2026-03-17T17:16:34.564Z
341634,2025-11-14T14:53:49.000Z,instagram_ads,instagram,v_11,tarde,tarde,25,medio,2k_5k,35,evoluir profissionalmente,14,6,11,0.1454510563637693,0.17556980056980057,0.14819136522753792,15663,0,2026-03-17T17:16:34.564Z
343570,2025-11-18T20:48:26.000Z,organico,blog,v_74,noite,tarde,26,pos,5k_10k,81,mais disciplina,20,3,11,0.2067366276849208,0.1830135039090263,0.17647058823529413,7816,1,2026-03-17T17:16:34.564Z
349481,2025-11-29T09:13:46.000Z,youtube_ads,tiktok,v_29,manha,manha,30,pos,2k_5k,84,melhorar carreira,9,7,11,0.1727831670993305,0.1807145334720777,0.17689530685920576,10389,0,2026-03-17T17:16:34.564Z
351448,2025-12-03T16:37:45.000Z,instagram_ads,tiktok,v_32,manha,noite,43,superior,ate_2k,42,crescimento pessoal,16,4,12,0.1454510563637693,0.17406876790830947,0.13853317811408614,15644,0,2026-03-17T17:16:34.564Z
354448,2025-12-09T21:52:41.000Z,organico,google,v_45,noite,tarde,18,tecnico,2k_5k,56,crescimento pessoal,21,3,12,0.2067366276849208,0.19240506329113924,0.17782909930715934,7816,0,2026-03-17T17:16:34.564Z
359374,2025-12-19T09:51:43.000Z,instagram_ads,youtube,v_73,manha,tarde,29,medio,2k_5k,82,organizar rotina,9,6,12,0.1454510563637693,0.18668122270742357,0.15965346534653466,15663,0,2026-03-17T17:16:34.564Z
359936,2025-12-20T11:27:52.000Z,google_ads,youtube,v_89,noite,noite,34,superior,2k_5k,79,crescimento pessoal,11,7,12,0.165126861555433,0.16741767764298093,0.153184165232358,10349,0,2026-03-17T17:16:34.564Z
10203,2024-01-21T16:20:50.000Z,organico,indicacao,v_85,tarde,noite,18,superior,10k+,85,organizar rotina,16,1,1,0.2067366276849208,0.18119842124147828,0.22897196261682243,7863,0,2026-03-17T17:16:34.564Z
15830,2024-02-01T16:49:03.000Z,google_ads,instagram,v_103,manha,tarde,38,medio,2k_5k,45,mudar de vida,16,5,2,0.165126861555433,0.18252290345313602,0.18299445471349354,10373,1,2026-03-17T17:16:34.564Z
21971,2024-02-13T22:00:45.000Z,youtube_ads,indicacao,v_90,tarde,tarde,18,superior,5k_10k,89,ganhar confiança,22,3,2,0.1727831670993305,0.1857451403887689,0.18525519848771266,10593,0,2026-03-17T17:16:34.564Z
29750,2024-02-29T14:15:55.000Z,youtube_ads,tiktok,v_22,manha,manha,31,superior,ate_2k,70,melhorar carreira,14,5,2,0.1727831670993305,0.17655417406749557,0.17450980392156862,10502,0,2026-03-17T17:16:34.564Z
30876,2024-03-02T18:16:51.000Z,instagram_ads,youtube,v_34,tarde,tarde,32,medio,5k_10k,32,mudar de vida,18,7,3,0.1454510563637693,0.1770687237026648,0.13849765258215962,15656,0,2026-03-17T17:16:34.564Z
41861,2024-03-24T13:18:09.000Z,instagram_ads,tiktok,v_46,manha,noite,33,tecnico,ate_2k,100,mudar de vida,13,1,3,0.1454510563637693,0.17238938053097344,0.13613861386138615,15573,0,2026-03-17T17:16:34.564Z
44146,2024-03-29T22:40:04.000Z,google_ads,indicacao,v_103,tarde,manha,27,superior,5k_10k,118,organizar rotina,22,6,3,0.165126861555433,0.18252290345313602,0.18299445471349354,10256,1,2026-03-17T17:16:34.564Z
46601,2024-04-03T16:57:11.000Z,youtube_ads,instagram,v_68,manha,manha,18,superior,5k_10k,44,mais disciplina,16,4,4,0.1727831670993305,0.18007662835249041,0.1711229946524064,10378,0,2026-03-17T17:16:34.564Z
49640,2024-04-09T12:11:18.000Z,instagram_ads,indicacao,v_27,manha,noite,18,superior,5k_10k,81,mudar de vida,12,3,4,0.1454510563637693,0.17920277296360484,0.15555555555555556,15728,0,2026-03-17T17:16:34.564Z
54624,2024-04-19T19:20:03.000Z,google_ads,instagram,v_71,tarde,noite,29,medio,5k_10k,33,melhorar carreira,19,6,4,0.165126861555433,0.18434163701067616,0.16546762589928057,10256,0,2026-03-17T17:16:34.564Z
59002,2024-04-28T17:55:14.000Z,instagram_ads,youtube,v_3,noite,tarde,51,superior,2k_5k,120,organizar rotina,17,1,4,0.1454510563637693,0.16727672035139093,0.13824289405684753,15573,0,2026-03-17T17:16:34.564Z
70700,2024-05-21T17:05:58.000Z,indicacao,instagram,v_100,noite,manha,35,medio,ate_2k,212,mais disciplina,17,3,5,0.2438997722095672,0.17628318584070796,0.23648648648648649,7890,0,2026-03-17T17:16:34.564Z
77508,2024-06-04T14:23:25.000Z,youtube_ads,blog,v_78,noite,tarde,28,superior,5k_10k,41,mais disciplina,14,3,6,0.1727831670993305,0.17721518987341772,0.17482517482517482,10593,0,2026-03-17T17:16:34.564Z
